Profile Name,Title,Date,Model name,Model Colour,Verified,Review Text,Votes,Helpful,Review Total,Number of comments
Nandeshwar,Great phone but delayed delivery by Amazon even after pre booking,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Oh just loved it. I am now a one plus Big fan.. everything about this phone is awesome. I don't want to waste your time in writing pros and cons as everyone knows about one plus 6t.
The delivery was delayed by 2 days so giving 4 stars. Didn't expect something like this from Amazon.; Oh just loved it. I am now a one plus Big fan.. everything about this phone is awesome. I don't want to waste your time in writing pros and cons as everyone knows about one plus 6t.; The delivery was delayed by 2 days so giving 4 stars. Didn't expect something like this from Amazon.",,Helpful,1,1 Comment
Ashwin,Great phone!,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Everything seems perfect.just loved it
Camera works perfect! saturation levels are good.
But during night I prefer normal mode than night scape.
Like the1+6 it is very fast.
Battery life is awesome.
In- display fingerprint works fine,it become more accurate as we use it.; Everything seems perfect.just loved it; Camera works perfect! saturation levels are good.; But during night I prefer normal mode than night scape.; Like the1+6 it is very fast.; Battery life is awesome.; In- display fingerprint works fine,it become more accurate as we use it.",,Helpful,0,Comment
Prem Prakash,Amazon work Amazing,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great product; Great product,,Helpful,0,Comment
Vishnu Vardhan Reddy,One Plus 6T,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Nice One; Nice One,,Helpful,0,Comment
Sameer Agrawal,Really fast,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Nice product; Nice product,,Helpful,0,Comment
Gattu,Best,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Battery life awesome and sound perfect; Battery life awesome and sound perfect,,Helpful,0,Comment
Amazon Customer,The Best Smartphone Till Date,5 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"The Best Smartphone, Till Date. Best in picture quality, Best in sound quality & The battery life is amazing. The phone charges pretty fast & I just love it.; The Best Smartphone, Till Date. Best in picture quality, Best in sound quality & The battery life is amazing. The phone charges pretty fast & I just love it.",,Helpful,0,Comment
Amazon Customer,Nice,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Good quality; Good quality,,Helpful,0,Comment
Jnanesh D,Awesome,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Awesome product.; Awesome product.,,Helpful,0,Comment
Sameer,Nice phone,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Nice phone; Nice phone,,Helpful,0,Comment
Sidhant Agarwal,Must buy for people looking for a new phone,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Best phone in the market at this moment...; Best phone in the market at this moment...,,Helpful,0,Comment
vinay,The best,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Only one line is enough- Asus and poco can't be substitute of OnePlus.; Only one line is enough- Asus and poco can't be substitute of OnePlus.,,Helpful,0,Comment
Shivam,Good Product,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"8gb Ram is the best thing in the phone
i found finger print scanner have some glitch in it.
camera works at its best
battery as said fast charging, i kept phone for charge at 5% it took 1.5 hrs to full charge the phone
Battery works best, is a life saver
face unlock doesnt work in night
phone functions smoothly, better than iphone as i am a iphone customer too.
few functions like pocket mode and all i liked it.
speakers are not that great; 8gb Ram is the best thing in the phone; i found finger print scanner have some glitch in it.; camera works at its best; battery as said fast charging, i kept phone for charge at 5% it took 1.5 hrs to full charge the phone; Battery works best, is a life saver; face unlock doesnt work in night; phone functions smoothly, better than iphone as i am a iphone customer too.; few functions like pocket mode and all i liked it.; speakers are not that great",,Helpful,0,Comment
Sahil,Some issues u must read.,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"Hello,
Now I've been using this beast since few days, this phone is a beast there are no complains against anything about this phone.
Battery is perfect around 8-9 hours of onscreen time recharges quick as promised.
Cameras are awesome no doubt about that.
OS and UI are very smooth and easy to use.
There are some issues which are to be looked after:
1. The inbuilt fingerprint sensor sometimes doesn't work quickly, I have to place my thumb 1-2 times in different position to get it work.
2. Again the fingerprint sensor at night time when all lights are off and when you unlock ur phone with fingerprint sensor the screen brighten ups to it's fullest (like it's stealing my eyesight 😜)
3. The night scape mode in camera it processes too long which is embarrassing when I'm showing off this features to friends
4. The most important thing this is not actually an issue, but just a suggestion - I really miss the notification LED light, because every time I've to pick up the phone to check wether I have a notification or not or for what my phone had buzzed.
There's a app called as NO LED available on play store which uses some pixels to color up and show up in the lock screen but it's annoying I'm sure OnePlus can definitely come with a better app or solution.
I'm sure this issues can easily resolved by the company in a software update.
Thanks for reading.
Overall it's the best phone for this budget range go for it and buy it.; Hello,; Now I've been using this beast since few days, this phone is a beast there are no complains against anything about this phone.; Battery is perfect around 8-9 hours of onscreen time recharges quick as promised.; Cameras are awesome no doubt about that.; OS and UI are very smooth and easy to use.; There are some issues which are to be looked after:; 1. The inbuilt fingerprint sensor sometimes doesn't work quickly, I have to place my thumb 1-2 times in different position to get it work.; 2. Again the fingerprint sensor at night time when all lights are off and when you unlock ur phone with fingerprint sensor the screen brighten ups to it's fullest (like it's stealing my eyesight 😜); 3. The night scape mode in camera it processes too long which is embarrassing when I'm showing off this features to friends; 4. The most important thing this is not actually an issue, but just a suggestion - I really miss the notification LED light, because every time I've to pick up the phone to check wether I have a notification or not or for what my phone had buzzed.; There's a app called as NO LED available on play store which uses some pixels to color up and show up in the lock screen but it's annoying I'm sure OnePlus can definitely come with a better app or solution.; I'm sure this issues can easily resolved by the company in a software update.; Thanks for reading.; Overall it's the best phone for this budget range go for it and buy it.",,Helpful,0,Comment
Dj B,Bye Bye Laggy old phone !,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Moving from a Galaxy S8 to the Oneplus 6T might just be one of the best decisions in my lifem.
Pros
Wonderful Screen (S8 had a higher resolution panel, but literally I've always used it on FullHD+)
Great Battery (Easily lasts a day. On the other hand, S8 after one year of usage required to be charged at least thrice a day)
Performance (It's fast, blazing fast! Whereas my S8 became Laggy just within 6 months of the purchase)
Design (This is a personal preference. I love the matte finished glass )
Software (Pure stock experience with some good OxygenOS tweaks. I love it. )
Camera (Not up to Samsung standards but not far behind either)
Price (Still a bang for your buck)
Cons
No IP rating
No headphone jack
Special Mention :
The In-Display fingerprint scanner looks cool. Pure showoff stuff. Slow but feels secure.
I'd recommend the 8+128 combination. And it's Still a flagship killer to me.; Moving from a Galaxy S8 to the Oneplus 6T might just be one of the best decisions in my lifem.; Pros; Wonderful Screen (S8 had a higher resolution panel, but literally I've always used it on FullHD+); Great Battery (Easily lasts a day. On the other hand, S8 after one year of usage required to be charged at least thrice a day); Performance (It's fast, blazing fast! Whereas my S8 became Laggy just within 6 months of the purchase); Design (This is a personal preference. I love the matte finished glass ); Software (Pure stock experience with some good OxygenOS tweaks. I love it. ); Camera (Not up to Samsung standards but not far behind either); Price (Still a bang for your buck); Cons; No IP rating; No headphone jack; Special Mention :; The In-Display fingerprint scanner looks cool. Pure showoff stuff. Slow but feels secure.; I'd recommend the 8+128 combination. And it's Still a flagship killer to me.",,Helpful,1,1 Comment
Mitra Saurabh,The Beast is here.,5 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Amazing phone.; Amazing phone.,,Helpful,0,Comment
Amazon Customer,Overall recommend phone to all.,5 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"I just loved the notch and battery life.
1.Earlier had doubt about in display finger print but after using it, it is pretty cool.
2.Also the gestures are convenient to use.
Overall gr8 phone.
3.Price could be little low then it would be beast.
4.Sound quality is more than sufficient.; I just loved the notch and battery life.; 1.Earlier had doubt about in display finger print but after using it, it is pretty cool.; 2.Also the gestures are convenient to use.; Overall gr8 phone.; 3.Price could be little low then it would be beast.; 4.Sound quality is more than sufficient.",,Helpful,0,Comment
nitesh giri,Good Phone over all !,5 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"Everything seems to be good but the face unlock feature is not IR equipped to support face unlocking in the dark.
The camera is ok but not great still needs to work on it's shutterspeed , I find there is a little delay in capturing pictures.
Else other features are all good and phone works smooth without lagging; Everything seems to be good but the face unlock feature is not IR equipped to support face unlocking in the dark.; The camera is ok but not great still needs to work on it's shutterspeed , I find there is a little delay in capturing pictures.; Else other features are all good and phone works smooth without lagging",,Helpful,0,Comment
